CardID	Name	Text
CORE_REV_901	Dispossessed Soul	Battlecry: If you control a location, Discover a copy of a card in your deck.
CORE_REV_906	Sire Denathrius	Lifesteal. Battlecry: Deal 5 damage amongst enemies. Endlessly Infuse (@): Deal 1 more.
CORE_REV_921	The Stonewright	Battlecry: For the rest of the game, your Totems have +2 Attack.
CORE_REV_934	Decimator Olgra	[x]Battlecry: Gain +1/+1 for each damaged minion, _then attack all enemies.
CORE_REV_936	Crud Caretaker	Battlecry: Summon a 3/5 Elemental with Taunt.
CORE_REV_937	Artificer Xy'mox	[x]Battlecry: Discover and cast a Relic. Infuse (@): Cast all three instead.
CORE_REV_940	Necrolord Draka	[x]Battlecry: Equip a @/3 Dagger. (+1 Attack for each other card you played this turn, up to 10!)
CORE_REV_945	Sketchy Stranger	Battlecry: Discover a Secret from another class.
CORE_REV_946	Steamcleaner	Battlecry: Destroy ALL cards in both players' decks that didn't start there.
CORE_REV_947	Muckborn Servant	Taunt Battlecry: Discover a Paladin card.
CORE_REV_951	The Countess	[x]Battlecry: If your deck has no Neutral cards, add 3 Legendary Invitations to your hand.
CORE_REV_958	Buffet Biggun	[x]Battlecry: Summon two Silver Hand Recruits. Infuse (@): Give them +2 Attack and Divine Shield.
CORE_REV_959	Ghastly Gravedigger	[x]Battlecry: If you control a Secret, choose a card in your opponent's hand to _shuffle into their deck.
CORE_REV_960	Ashen Elemental	[x]Battlecry: Whenever your opponent draws a card next turn, they take 2 damage.
CORE_REV_961	Elitist Snob	[x]Battlecry: For each Paladin card in your hand, randomly gain Divine Shield, Lifesteal, Rush, or Taunt.
CORE_RLK_062	Nerubian Swarmguard	[x]Taunt Battlecry: Summon two copies of this minion.
CORE_RLK_066	Hematurge	Battlecry: Spend a Corpse to Discover a Blood Rune card.
CORE_RLK_116	Necrotic Mortician	Battlecry: If a friendly Undead died after your last turn, Discover an Unholy Rune card.
CORE_RLK_504	Corpse Bride	[x]Battlecry: Spend up to 10 _Corpses to summon a Risen_ Groom with Taunt and that _much Attack and Health.
CORE_RLK_505	Marrow Manipulator	[x]Battlecry: Spend up to 5 Corpses. Deal 2 damage to a random enemy for each.
CORE_RLK_506	Boneguard Commander	Taunt Battlecry: Raise up to 6 Corpses as 1/3 Risen Footmen with Taunt.
CORE_RLK_657	Underking	[x]Rush Battlecry and Deathrattle: Gain 6 Armor.
CORE_RLK_706	Alexandros Mograine	Battlecry: For the rest of the game, deal 3 damage to your opponent at the end of your turns.
CORE_RLK_740	Might of Menethil	Battlecry: Spend up to 3 Corpses. Freeze that many enemy minions.
CORE_RLK_741	Soulstealer	[x]Battlecry: Destroy all other minions. Gain 1 Corpse for each enemy destroyed.
CORE_RLK_814	Crystalsmith Cultist	Battlecry: If you're holding a Shadow spell, gain +1/+1.
CORE_RLK_919	Anachronos	[x]Battlecry: Send all other minions 2 turns into the future.
CORE_SCH_160	Wandmaker	Battlecry: Add a 1-Cost spell from your class to_your hand.
CORE_SCH_181	Archwitch Willow	Battlecry: Summon a random Demon from your hand and deck.
CORE_SCH_312	Tour Guide	Battlecry: Your next Hero Power costs (0).
CORE_SCH_713	Cult Neophyte	Battlecry: Your opponent's spells cost (1) more next_turn.
CORE_SW_066	Royal Librarian	[x]Tradeable Battlecry: Silence a minion.
CORE_SW_072	Rustrot Viper	[x]Tradeable Battlecry: Destroy your opponent's weapon.
CORE_TOY_101	Night Elf Huntress	[x]Battlecry: Deal 3 damage to three different enemies. (You pick the targets!)
CORE_TRL_111	Headhunter's Hatchet	[x]Battlecry: If you control a Beast, gain +1 Durability.
CORE_TRL_240	Savage Striker	Battlecry: Deal damage to an enemy minion equal to your hero's Attack.
CORE_TRL_345	Krag'wa, the Frog	Battlecry: Return all spells you played last turn to_your hand.
CORE_TRL_348	Springpaw	[x]Rush Battlecry: Add a 1/1 Lynx with Rush to your hand.
CORE_TRL_900	Halazzi, the Lynx	Rush. Battlecry: Fill your hand with 1/1 Lynxes that have Rush.
CORE_ULD_165	Riftcleaver	Battlecry: Destroy a minion. Your hero takes damage equal to its Health.
CORE_ULD_178	Siamat	[x]Battlecry: Gain 2 of Rush, Taunt, Divine Shield, or Windfury (your choice).
CORE_ULD_191	Beaming Sidekick	Battlecry: Give a friendly minion +2 Health.
CORE_ULD_195	Frightened Flunky	Taunt Battlecry: Discover a Taunt_minion.
CORE_ULD_209	Vulpera Scoundrel	Battlecry: Discover a spell or pick a mystery choice.
CORE_ULD_271	Injured Tol'vir	Taunt Battlecry: Deal 3 damage to this minion.
CORE_UNG_020	Arcanologist	Battlecry: Draw a Secret.
Core_UNG_072	Stonehill Defender	Taunt Battlecry: Discover a Taunt_minion.
CORE_UNG_205	Glacial Shard	Battlecry: Freeze an_enemy.
Core_UNG_211	Kalimos, Primal Lord	[x]Battlecry: If you played an Elemental last turn, cast an Elemental Invocation.
CORE_UNG_800	Terrorscale Stalker	Battlecry: Trigger a friendly minion's Deathrattle.
CORE_UNG_809	Fire Fly	Battlecry: Add a 1/2 Elemental to your hand.
CORE_UNG_833	Lakkari Felhound	Taunt Battlecry: Discard your two lowest-Cost cards.
CORE_UNG_848	Primordial Drake	[x]Taunt Battlecry: Deal 2 damage to all other minions.
CORE_UNG_912	Jeweled Macaw	Battlecry: Add a random Beast to your hand.
CORE_VAN_EX1_561	Alexstrasza	Battlecry: Set a hero's remaining Health to 15.
CORE_WON_096	Dark Peddler	Battlecry: Discover a 1-Cost card.
CORE_WON_141	Menagerie Mug	[x]Battlecry: Give 3 random friendly minions of different minion types +1/+1.
CORE_WON_142	Menagerie Jug	[x]Battlecry: Give 3 random friendly minions of different minion types +2/+2.
CORE_WON_145	Avatar of Hearthstone	Battlecry: Open a Standard Pack. Play all cards from it.
CORE_WW_329	Detonation Juggernaut	Taunt. Battlecry: Give Taunt minions in your hand +2/+2.
CORE_YOP_032	Armor Vendor	Battlecry: Give 4 Armor to_each hero.
CS2_064	Dread Infernal	Battlecry: Deal 1 damage to ALL other characters.
CS2_088	Guardian of Kings	Taunt Battlecry: Restore #6 Health to your hero.
CS2_151	Silver Hand Knight	Battlecry: Summon a 2/2_Squire.
CS2_181	Injured Blademaster	Battlecry: Deal 4 damage to HIMSELF.
CS2_188	Abusive Sergeant	Battlecry: Give a minion +2_Attack this turn.
CS2_196	Razorfen Hunter	Battlecry: Summon a 1/1_Boar.
CS2_203	Ironbeak Owl	Battlecry: Silence a_minion.
CS2_226	Frostwolf Warlord	Battlecry: Gain +1/+1 for each other friendly minion on the battlefield.
CS3_003	Felsoul Jailer	[x]Battlecry: Your opponent discards a minion. Deathrattle: Return it.
CS3_008	Bloodsail Deckhand	[x]Battlecry: The next weapon you play costs (1) less.
CS3_012	Nordrassil Druid	Battlecry: The next spell you cast this turn costs_(3)_less.
CS3_015	Selective Breeder	Battlecry: Discover a copy of a Beast in your deck.
CS3_022	Fogsail Freebooter	Battlecry: If you have a weapon equipped, deal_2_damage.
CS3_031	Alexstrasza the Life-Binder	[x]Battlecry: Choose a character. If it's friendly, restore #8 Health. If it's an ___enemy, deal 8 damage.
CS3_033	Ysera the Dreamer	Battlecry: Add one of each Dream card to your hand.
CS3_034	Malygos the Spellweaver	Battlecry: Draw spells until your hand is full.
CS3_036	Deathwing the Destroyer	Battlecry: Destroy all other minions. Discard a card for each destroyed.
DAL_030	Shadowy Figure	Battlecry: Transform into a_2/2 copy of a friendly Deathrattle minion.
DAL_052	Muckmorpher	[x]Battlecry: Transform into a 4/4 copy of a different minion in your deck.
DAL_058	Hecklebot	Taunt Battlecry: Your opponent summons a minion from their deck.
DAL_060	Clockwork Goblin	[x]Battlecry: Shuffle a Bomb into your opponent's deck. When drawn, it explodes for 5 damage.
DAL_064	Blastmaster Boom	[x]Battlecry: Summon two 1/1 Boom Bots for each Bomb in your opponent's deck.
DAL_070	The Boom Reaver	Battlecry: Summon a copy of a minion in your deck. Give it Rush.
DAL_077	Toxfin	Battlecry: Give a friendly Murloc Poisonous.
DAL_078	Traveling Healer	[x]Divine Shield Battlecry: Restore #3 Health.
DAL_081	Spellward Jeweler	Battlecry: Your hero is Elusive until next turn.
DAL_086	Sunreaver Spy	Battlecry: If you control a Secret, gain +1/+1.
DAL_087	Hench-Clan Hag	Battlecry: Summon two 1/1 Amalgams with all minion types.
DAL_089	Spellbook Binder	Battlecry: If you have Spell Damage, draw a card.
DAL_095	Violet Spellsword	[x]Battlecry: Gain +1 Attack for each spell in your hand.
DAL_147	Dragon Speaker	Battlecry: Give all Dragons in your hand +3/+3.
DAL_163	Messenger Raven	Battlecry: Discover a Mage minion.
DAL_379	Vereesa Windrunner	Battlecry: Equip Thori'dal, the Stars' Fury.
DAL_400	EVIL Cable Rat	Battlecry: Add a Lackey to_your hand.
DAL_416	Hench-Clan Burglar	Battlecry: Discover a spell from another class.
DAL_417	Heistbaron Togwaggle	Battlecry: If you control a_Lackey, choose a fantastic treasure.
DAL_422	Arch-Villain Rafaam	Taunt Battlecry: Replace your hand and deck with Legendary minions.
DAL_431	Swampqueen Hagatha	[x]Battlecry: Add a 5/5 Horror to your hand. Teach it two Shaman spells.
DAL_431t	Drustvar Horror	Battlecry: Cast {0} and {1}.
DAL_433	Sludge Slurper	Battlecry: Add a Lackey to your hand. Overload: (1)
DAL_538	Unseen Saboteur	Battlecry: Your opponent casts a random spell from their hand (targets chosen randomly).
DAL_539	Sunreaver Warmage	Battlecry: If you're holding a spell that costs (5) or more, deal 4 damage.
DAL_546	Barista Lynchen	Battlecry: Add a copy of each of your other Battlecry minions_to_your_hand.
DAL_554	Chef Nomi	Battlecry: If your deck is empty, summon six 6/6 Greasefire_Elementals.
DAL_560	Heroic Innkeeper	Taunt. Battlecry: Gain +2/+2 for each other friendly minion.
DAL_565	Portal Overfiend	[x]Battlecry: Shuffle 3 Portals into your deck. When drawn, summon a 2/2 Demon with Rush.
DAL_571	Mysterious Blade	Battlecry: If you control a Secret, gain +1 Attack.
DAL_581	Nozari	Battlecry: Restore both heroes to full Health.
DAL_582	Portal Keeper	[x]Battlecry: Shuffle 3 Portals into your deck. When drawn, summon a 2/2 Demon with Rush.
DAL_603	Mana Cyclone	[x]Battlecry: For each spell you've cast this turn, add a random Mage spell to your hand.
DAL_606	EVIL Genius	Battlecry: Destroy a friendly minion to add 2 random Lackeys_to_your_hand.
DAL_609	Kalecgos	Your first spell each turn costs (0). Battlecry: Discover a spell.
DAL_714	Underbelly Fence	[x]Battlecry: If you're holding a card from another class, _gain +1/+1 and Rush.
DAL_729	Madame Lazul	[x]Battlecry: Discover a copy of a card in your opponent's hand.
DAL_735	Dalaran Librarian	Battlecry: Silence adjacent minions.
DAL_736	Archivist Elysiana	Battlecry: Discover 5 cards. Replace your deck with 2_copies of each.
DAL_744	Faceless Rager	Battlecry: Copy a friendly minion's Health.
DAL_747	Flight Master	Battlecry: Summon a 2/2 Gryphon for each player.
DAL_751	Mad Summoner	[x]Battlecry: Fill each player's board with 1/1 Imps.
DAL_752	Jepetto Joybuzz	Battlecry: Draw 2 minions from your deck. Set their Attack, Health, and Cost to 1.
DAL_770	Omega Devastator	[x]Battlecry: If you have 10 Mana Crystals, deal 10 damage to a minion.
DAL_799	Crystal Stag	Rush. Battlecry: If you've restored 5 Health this game, summon a copy of this.@ ({0} left!)@ (Ready!)
DED_003	Jerry Rig Carpenter	Battlecry: Draw a Choose One spell and split it.
DED_007	Defias Blastfisher	[x]Battlecry: Deal 2 damage to a random enemy. Repeat for each of your Beasts.
DED_008	Monstrous Parrot	Battlecry: Get a copy of the last friendly Deathrattle minion that died.
DED_500	Wealth Redistributor	[x]Taunt. Battlecry: Swap the Attack of the highest and lowest Attack minion.
DED_501	Sunwing Squawker	[x]Battlecry: Repeat the last spell you've cast on a __friendly minion on this.
DED_503	Shadowblade Slinger	[x]Battlecry: If you've taken damage this turn, deal that _much to an enemy minion.
DED_505	Hullbreaker	[x]Battlecry and Deathrattle: Draw a spell. Your hero takes damage equal to its Cost.
DED_507	Crow's Nest Lookout	[x]Battlecry: Deal 2 damage to the left and right-most enemy minions.
DED_509	Brilliant Macaw	Battlecry: Repeat the last Battlecry you played.
DED_510	Edwin, Defias Kingpin	[x]Battlecry: Draw a card. If you play it this turn, gain +2/+2 and repeat this effect.
DED_513	Defias Leper	[x]Battlecry: If you're holding a Shadow spell, deal 2 damage.
DED_514	Copycat	Battlecry: Add a copy of the next card your opponent plays to your hand.
DED_515	Grey Sage Parrot	Battlecry: Repeat the last spell you've cast that costs (6) or more.
DED_516	Deepwater Evoker	[x]Battlecry: Draw a spell. Gain Armor equal to its Cost.
DED_521	Maddest Bomber	Battlecry: Deal 12 damage randomly split among all other characters.
DED_523	Golakka Glutton	Battlecry: Destroy a Beast and gain +1/+1.
DED_524	Multicaster	[x]Battlecry: Draw a card for _each different spell school_ _you've cast this game.@ (@)
DED_525	Goliath, Sneed's Masterpiece	[x]Battlecry: Fire five rockets at enemy minions that deal 2 damage each. (You pick the targets!)
DEEP_007	Sir Finley, the Intrepid	[x]Battlecry: If you've Excavated twice, transform all enemy minions into 1/1 Murlocs.
DEEP_012	Shadestone Skulker	[x]Rush. Battlecry: Take your _weapon and gain its stats._ Deathrattle: Give it back.
DEEP_020	Deepminer Brann	[x]Battlecry: If your deck started with no duplicates, your Battlecries trigger twice for the rest of the game.
DEEP_024	Glowstone Gyreworm	[x]Lifesteal Quickdraw: Deal 5 damage. Forge: Change Quickdraw to Battlecry.
DEEP_024t	Glowstone Gyreworm	Forged, Lifesteal Battlecry: Deal 5 damage.
DEEP_030	Elementium Geode	Battlecry and Deathrattle: Draw a card. Deal 2 damage to your hero.
DEEP_033	Fossilized Kaleidosaur	Battlecry: Gain two random Bonus Effects. Excavate a treasure.
DEEP_034	Shale Spider	Battlecry: If you played an_Elemental last turn, draw a card.
DEEP_037	Maruut Stonebinder	[x]Battlecry: If your deck started with no duplicates, Discover an Elemental to summon. Add the others to your hand.
DINO_137	Skittish Saucier	Battlecry: Reduce the Cost of adjacent cards in your hand by (1).
DINO_408	Crystal Tusk	[x]Battlecry: Shuffle the left- most card in your hand into your deck. Deathrattle: Draw 2 cards.
DINO_411	Holy Eggbearer	Battlecry: Draw a 0-Attack minion.
DINO_413	Chillspine Stegodon	[x]Battlecry: Deal 2 damage to two random enemy minions. _Kindred: And Freeze them.
DINO_419	Herbivore Assistant	Battlecry: Give a friendly Beast +2/+2 and Rush.
DINO_427	Costume Merchant	[x]Battlecry: Get a random Mask from another class. _Combo: It costs (2) less.
DINO_430	Beast Speaker Taka	[x]Battlecry: Discover a ___Legendary Beast from any___ _class to gain its stats. __Deathrattle: Summon it.
DINO_434	Raptor-Nest Nurse	[x]Battlecry: Get a random 1-Cost minion. Deathrattle: Get a random 1-Cost spell.
DMF_002	N'Zoth, God of the Deep	Battlecry: Resurrect a friendly minion of each minion type.
DMF_004	Yogg-Saron, Master of Fate	[x]Battlecry: If you've cast 10 spells this game, spin the Wheel of Yogg-Saron.@ ({0} left!)@ (Ready!)
DMF_056	G'huun the Blood God	Battlecry: Draw 2 cards. They cost Health instead of Mana.
DMF_061t	Faire Arborist	Corrupted Battlecry: Summon a 2/2 Treant. Draw a card.
DMF_062	Gyreworm	Battlecry: If you played an Elemental last turn, deal 3_damage.
DMF_065	Banana Vendor	Battlecry: Add 2 Bananas to each player's hand.
DMF_067	Prize Vendor	Battlecry and Deathrattle: Each player draws a card.
DMF_071	Tenwu of the Red Smoke	Battlecry: Return a friendly minion to your hand. It costs (1) this turn.
DMF_074	Silas Darkmoon	Battlecry: Choose a direction to rotate all minions.
DMF_079	Inconspicuous Rider	Battlecry: Cast a Secret from your deck.
DMF_081	K'thir Ritualist	[x]Taunt Battlecry: Add a random 4-Cost minion to your opponent's hand.
DMF_089	Maxima Blastenheimer	[x]Battlecry: Summon a minion from your deck. It attacks the enemy hero, then dies.
DMF_091	Wriggling Horror	Battlecry: Give adjacent minions +1/+1.
DMF_100	Confection Cyclone	Battlecry: Add two 1/2 Sugar Elementals to your_hand.
DMF_101	Firework Elemental	[x]Battlecry: Deal 3 damage to a minion. Corrupt: Deal 12 instead.
DMF_101t	Firework Elemental	Corrupted Battlecry: Deal 12 damage to a minion.
DMF_106	Occult Conjurer	Battlecry: If you control a Secret, summon a copy of_this.
DMF_109	Sayge, Seer of Darkmoon	Battlecry: Draw @ |4(card, cards). (Upgraded for each friendly Secret that has triggered this game!)
DMF_110	Fire Breather	Battlecry: Deal 2 damage to all minions except Demons.
DMF_111	Man'ari Mosher	Battlecry: Give a friendly Demon +3 Attack and Lifesteal this turn.
DMF_115	Revenant Rascal	Battlecry: Destroy a Mana Crystal for each player.
DMF_116	The Nameless One	Battlecry: Choose a minion. Become a 4/4 copy of it, then Silence it.
DMF_118	Tickatus	[x]Battlecry: Remove the top 5 cards from your deck. Corrupt: Your opponent's deck instead.
DMF_118t	Tickatus	Corrupted Battlecry: Remove the top_5_cards from your opponent's deck.
DMF_121	Fortune Teller	[x]Taunt Battlecry: Gain +1/+1 for each spell in your hand.
DMF_122	Mystery Winner	Battlecry: Discover a Secret.
DMF_125	Safety Inspector	[x]Battlecry: Shuffle the _lowest-Cost card from your hand into your deck. Draw a card.
DMF_163	Carnival Clown	[x]Taunt Battlecry: Summon 2 copies of this. Corrupt: Fill your board with copies.
DMF_163t	Carnival Clown	[x]Corrupted Taunt Battlecry: Fill your board with copies of this.
DMF_174	Circus Medic	Battlecry: Restore #4 Health. Corrupt: Deal 4 damage instead.
DMF_174t	Circus Medic	Corrupted Battlecry: Deal 4 damage.
DMF_188	Y'Shaarj, the Defiler	[x]Battlecry: Add a copy of each Corrupted card you've played this game to your hand. They cost (0) this turn.
DMF_189	Costumed Entertainer	[x]Battlecry: Give a random minion in your hand +2/+2.
DMF_202	Derailed Coaster	Battlecry: Summon a 1/1 Rider with Rush for each minion in your hand.
DMF_229	Stiltstepper	[x]Battlecry: Draw a card. If you play it this turn, give your hero +4 Attack this turn.
DMF_231	Zai, the Incredible	Battlecry: Copy the left- and right-most cards in your hand.
DMF_235	Balloon Merchant	Battlecry: Give your Silver Hand Recruits +1 Attack and Divine Shield.
DMF_238	Hammer of the Naaru	Battlecry: Summon a 6/6 Holy Elemental with Taunt.
DMF_240	Lothraxion the Redeemed	[x]Battlecry: For the rest of the game, after you summon a Silver Hand Recruit, give it Divine Shield.
DMF_241	High Exarch Yrel	[x]Battlecry: If your deck has no Neutral cards, gain Rush, Lifesteal, Taunt, and Divine Shield.
DMF_254	C'Thun, the Shattered	[x]Start of Game: Break into pieces. Battlecry: Deal 30 damage randomly split among all enemies.
DMF_511	Foxy Fraud	Battlecry: Your next Combo card this turn costs_(2) less.
DMF_516	Grand Empress Shek'zara	Battlecry: Discover a card in your deck and draw all copies of it.
DMF_521	Sword Eater	Taunt Battlecry: Equip a 3/2_Sword.
DMF_525	Ringmaster Whatley	Battlecry: Draw a Mech, Dragon, and Pirate.
DMF_531	Stage Hand	[x]Battlecry: Give a random minion in your hand +1/+1.
DMF_703	Pit Master	Battlecry: Summon a 3/2_Duelist. Corrupt: Summon two.
DMF_703t	Pit Master	Corrupted Battlecry: Summon two 3/2 Duelists.
DMF_704	Cagematch Custodian	Battlecry: Draw a weapon.
DMF_733	Kiri, Chosen of Elune	Battlecry: Add a Solar Eclipse and Lunar Eclipse to your hand.
DRG_010	Diving Gryphon	Rush Battlecry: Draw a Rush minion_from_your_deck.
DRG_019	Scion of Ruin	Rush. Battlecry: If you've Invoked twice, summon 2_copies of this.
DRG_020	EVIL Quartermaster	Battlecry: Add a Lackey to your hand. Gain 3 Armor.
DRG_021	Ritual Chopper	Battlecry: Invoke Galakrond.
DRG_024	Sky Raider	Battlecry: Add a random Pirate to your hand.
DRG_026	Deathwing, Mad Aspect	Battlecry: Attack ALL other minions.
DRG_027	Umbral Skulker	[x]Battlecry: If you've Invoked twice, add 3 Coins to your hand.
DRG_034	Stowaway	[x]Battlecry: If there are cards in your deck that didn't start there, draw 2 of them.
DRG_035	Bloodsail Flybooter	Battlecry: Add two 1/1 Pirates to your hand.
DRG_037	Flik Skyshiv	[x]Battlecry: Destroy a minion and all copies of it (wherever they are).
DRG_050	Devoted Maniac	Rush Battlecry: Invoke Galakrond.
DRG_055	Hoard Pillager	Battlecry: Equip one of your destroyed weapons.
DRG_059	Goboglide Tech	Battlecry: If you control a_Mech, gain +1/+1 and_Rush.
DRG_060	Fire Hawk	Battlecry: Gain +1 Attack for each card in your opponent's hand.
DRG_062	Wyrmrest Purifier	[x]Battlecry: Transform all Neutral cards in your deck into random cards from your class.
DRG_063	Dragonmaw Poacher	Battlecry: If your opponent controls a Dragon, gain +4/+4 and Rush.
DRG_064	Zul'Drak Ritualist	[x]Taunt Battlecry: Summon three random 1-Cost minions for your opponent.
DRG_067	Troll Batrider	Battlecry: Deal 3 damage to a random enemy minion.
DRG_069	Platebreaker	Battlecry: Destroy your opponent's Armor.
DRG_070	Dragon Breeder	Battlecry: Choose a friendly Dragon. Add a copy of it to_your hand.
DRG_072	Skyfin	Battlecry: If you're holding a Dragon, summon 2 random Murlocs.
DRG_074	Camouflaged Dirigible	Battlecry: Give your other Mechs Stealth until your_next turn.
DRG_075	Cobalt Spellkin	Battlecry: Add two 1-Cost spells from your class to_your hand.
DRG_076	Faceless Corruptor	[x]Rush. Battlecry: Transform one of your minions into a copy of this.
DRG_077	Utgarde Grapplesniper	Battlecry: Both players draw a card. If it's a Dragon, summon it.
DRG_081	Scalerider	Battlecry: If you're holding a Dragon, deal 2 damage.
DRG_082	Kobold Stickyfinger	Battlecry: Steal your opponent's weapon.
DRG_084	Tentacled Menace	Battlecry: Each player draws a card. Swap their_Costs.
DRG_086	Chromatic Egg	[x]Battlecry: Secretly Discover a Dragon to hatch into. Deathrattle: Hatch!
DRG_089	Dragonqueen Alexstrasza	[x]Battlecry: If your deck has no duplicates, add 2 other random Dragons to your hand. They cost (0).
DRG_090	Murozond the Infinite	Battlecry: Play all cards your opponent played last_turn.
DRG_095	Veranus	Battlecry: Change the Health of all enemy minions to 1.
DRG_099	Kronx Dragonhoof	[x]Battlecry: Draw Galakrond. If you're already Galakrond, unleash a Devastation.
DRG_102	Azure Explorer	Spell Damage +2 Battlecry: Discover a Dragon.
DRG_201	Crazed Netherwing	Battlecry: If you're holding a Dragon, deal 3 damage to all other characters.
DRG_202	Dragonblight Cultist	[x]Battlecry: Invoke Galakrond. Gain +1 Attack for each other friendly minion.
DRG_203	Veiled Worshipper	[x]Battlecry: If you've Invoked twice, draw 3 cards.
DRG_207	Abyssal Summoner	[x]Battlecry: Summon a Demon with Taunt and stats equal to your hand size.
DRG_208	Valdris Felgorge	Battlecry: Increase your maximum hand size to 12. Draw 4 cards.
DRG_213	Twin Tyrant	Battlecry: Deal 4 damage to two random enemy minions.
DRG_218	Corrupt Elementalist	Battlecry: Invoke Galakrond twice.
DRG_223	Cumulo-Maximus	Battlecry: If you have Overloaded Mana Crystals, deal 5 damage.
DRG_224	Nithogg	[x]Battlecry: Summon two 0/3 Eggs. Next turn they hatch into 4/4 Drakes with Rush.
DRG_225	Sky Claw	Your other Mechs have +1 Attack. Battlecry: Summon two 1/1 Microcopters.
DRG_229	Bronze Explorer	Lifesteal Battlecry: Discover a Dragon.
DRG_231	Lightforged Crusader	[x]Battlecry: If your deck has no Neutral cards, add 5 random Paladin cards to your hand.
DRG_232	Lightforged Zealot	Battlecry: If your deck has no Neutral cards, equip a __4/2_Truesilver_Champion._
DRG_242	Shield of Galakrond	Taunt Battlecry: Invoke Galakrond.
DRG_254	Primordial Explorer	Poisonous Battlecry: Discover a Dragon.
DRG_257	Frizz Kindleroost	Battlecry: Reduce the Cost of Dragons in your deck by_(2).
DRG_270	Malygos, Aspect of Magic	[x]Battlecry: If you're holding a Dragon, Discover an upgraded Mage spell.
DRG_300	Fate Weaver	[x]Battlecry: If you've Invoked twice, reduce the Cost of cards in your hand by (1).
DRG_303	Disciple of Galakrond	Battlecry: Invoke Galakrond.
DRG_306	Envoy of Lazul	[x]Battlecry: Look at 3 cards. Guess which one is in your opponent's hand to get a copy of it.
DRG_308	Mindflayer Kaahrj	Battlecry: Choose an enemy minion. Deathrattle: Summon a new copy of it.
DRG_309	Nozdormu the Timeless	Battlecry: Set each player to 10 Mana Crystals.
DRG_312	Shrubadier	Battlecry: Summon a 2/2_Treant.
DRG_313	Emerald Explorer	Taunt Battlecry: Discover a Dragon.
DRG_319	Goru the Mightree	[x]Taunt Battlecry: For the rest of the game, your Treants have +1/+1.
DRG_320	Ysera, Unleashed	[x]Battlecry: Shuffle 7 Dream Portals into your deck. When drawn, summon a random Dragon.
DRG_322	Dragoncaster	Battlecry: If you're holding a Dragon, your next spell this turn costs (0).
DRG_401	Grizzled Wizard	Battlecry: Swap Hero Powers with your opponent until your next turn.
DRG_402	Sathrovarr	Battlecry: Choose a friendly minion. Add a copy of it to_your hand, deck, and battlefield.
DRG_403	Blowtorch Saboteur	Battlecry: Your opponent's next Hero Power costs (2)_more.
DRG_600	Galakrond, the Wretched	[x]Battlecry: Summon 1 random Demon. (@)
DRG_600t2	Galakrond, the Apocalypse	[x]Battlecry: Summon 2 random Demons. (@)
DRG_600t3	Galakrond, Azeroth's End	[x]Battlecry: Summon 4 random Demons. Equip a 5/2 Claw.
DRG_610	Galakrond, the Nightmare	[x]Battlecry: Draw 1 card. It costs (0). (@)
DRG_610t2	Galakrond, the Apocalypse	[x]Battlecry: Draw 2 cards. They cost (0). (@)
DRG_610t3	Galakrond, Azeroth's End	[x]Battlecry: Draw 4 cards. They cost (0). Equip a 5/2 Claw.
DRG_620	Galakrond, the Tempest	[x]Battlecry: Summon two 2/2 Storms with Rush. (@)
DRG_620t2	Galakrond, the Apocalypse	[x]Battlecry: Summon two 4/4 Storms with Rush. (@)
DRG_620t3	Galakrond, Azeroth's End	[x]Battlecry: Summon two 8/8 Storms with Rush. Equip a 5/2 Claw.
DRG_650	Galakrond, the Unbreakable	[x]Battlecry: Draw 1 minion. Give it +4/+4. (@)
DRG_650t2	Galakrond, the Apocalypse	[x]Battlecry: Draw 2 minions. Give them +4/+4. (@)
DRG_650t3	Galakrond, Azeroth's End	[x]Battlecry: Draw 4 minions. Give them +4/+4. Equip a 5/2 Claw.
DRG_660	Galakrond, the Unspeakable	[x]Battlecry: Destroy 1 random enemy minion. (@)
DRG_660t2	Galakrond, the Apocalypse	[x]Battlecry: Destroy 2 random enemy minions. (@)
DRG_660t3	Galakrond, Azeroth's End	[x]Battlecry: Destroy 4 random enemy minions. Equip a 5/2 Claw.
DS1_070	Houndmaster	Battlecry: Give a friendly Beast +2/+2 and Taunt.
EDR_000	Ysera, Emerald Aspect	[x]Start of Game: Increase both players'maximum Mana by 5. Battlecry: Gain 3 Mana Crystals.
EDR_001	Hopeful Dryad	Battlecry: Get a random Dream card.
EDR_014	Verdant Dreamsaber	Battlecry: If this costs (3) or less, attack two random enemy minions.
EDR_102	Treacherous Tormentor	Battlecry: Discover a Legendary minion with a Dark Gift.
EDR_105	Creature of Madness	Battlecry: Discover a 3-Cost minion with a Dark_Gift.
EDR_226	Exotic Houndmaster	Battlecry: Draw a Beast. Imbue your Hero Power.
EDR_230	Beanstalk Brute	Battlecry: Give +4/+4 to_the top 3 minions in_your deck.
EDR_238	Merithra	[x]Battlecry: Resurrect all different friendly minions that cost (8) or more.
EDR_256	Dreamwarden	[x]Taunt. Battlecry: If there is a card in your deck that didn't start there, draw it and gain +2/+2.
EDR_259	Ursol	[x]Battlecry: Cast the highest Cost spell from your hand as _an Aura that lasts @ turns.
EDR_430	Aessina	[x]Battlecry: If 20 friendly minions have died this game, deal 20 damage split among all enemies.@ ({0} left!)@ (Ready!)
EDR_449	Lunarwing Messenger	Lifesteal Battlecry: Imbue your Hero_Power.
